@RELATION svmTutorialGenre0
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {BG-Noise,High-Volume,Low-Volume,Normal-Volume}

@DATA
0.016656,0.005985,3.150061,0.107230,0.152811,0.181252,0.011794,0.027812,-34.536892,1.530659,0.312943,0.041260,0.101478,0.024675,0.044584,0.060758,0.081405,0.032703,0.033460,0.054681,0.032652,0.003476,0.002066,0.007877,0.002262,0.129584,0.002392,0.015699,0.000537,0.003104,0.003769,0.003752,0.002127,0.039339,0.018767,0.010314,0.157592,0.023265,0.016302,0.189965,0.015152,0.036360,1.521113,0.450154,0.425296,0.359457,0.243600,0.254408,0.219228,0.209285,0.211358,0.207746,0.206404,0.187271,0.188304,0.006412,0.004361,0.010676,0.004346,0.024288,0.004923,0.018741,0.001115,0.006033,0.006046,0.005945,0.004239,0.005826,400.000000,0.105576,BG-Noise
0.037934,0.003519,2.985979,0.135121,0.156621,0.357601,0.011400,0.059208,-33.764627,1.483747,0.328089,-0.021038,0.068354,0.029799,0.040392,0.041018,0.087094,0.033852,0.069172,0.039058,0.041295,0.004562,0.002552,0.016966,0.002673,0.099437,0.003377,0.036688,0.000981,0.004402,0.005502,0.006547,0.002943,0.035019,0.039373,0.006074,0.267745,0.035012,0.020420,0.313445,0.012402,0.066343,1.934383,0.559988,0.472612,0.414986,0.268463,0.283081,0.249391,0.235723,0.219023,0.213962,0.220745,0.207922,0.208576,0.007978,0.005170,0.019804,0.004802,0.031548,0.006475,0.039996,0.001764,0.007975,0.008470,0.008982,0.005483,0.010094,300.000000,0.118779,BG-Noise
0.065808,0.002166,2.884338,0.151987,0.163276,0.607193,0.009300,0.095368,-32.221110,1.471454,0.350589,0.018370,0.074446,0.015274,0.039543,0.040506,0.088018,0.034198,0.044314,0.047787,0.043932,0.007078,0.003443,0.064457,0.004861,0.028308,0.004835,0.139960,0.001421,0.004894,0.007778,0.015263,0.003434,0.047441,0.034944,0.003569,0.322859,0.028025,0.018958,0.353764,0.007449,0.081857,1.806519,0.526974,0.421500,0.419803,0.269938,0.293086,0.228778,0.228859,0.219204,0.211769,0.223456,0.206783,0.206162,0.010789,0.006443,0.054257,0.007350,0.025651,0.007612,0.098171,0.002240,0.008168,0.010477,0.015385,0.005769,0.023160,200.000000,0.103756,BG-Noise
0.051309,0.003321,2.970135,0.140169,0.152188,0.468590,0.012631,0.080802,-33.360652,1.477709,0.388034,-0.146853,0.063553,-0.023737,0.031194,0.028367,0.095086,0.023362,0.057058,0.036087,0.041275,0.005093,0.002862,0.017773,0.003393,0.084769,0.004656,0.039244,0.000911,0.005080,0.007381,0.008204,0.003410,0.031706,0.052835,0.005828,0.284601,0.043660,0.023490,0.410161,0.013534,0.087249,2.413280,0.720269,0.546857,0.511047,0.297357,0.313999,0.272445,0.252222,0.242805,0.229168,0.227901,0.223581,0.223466,0.008560,0.006038,0.021970,0.006182,0.040645,0.009177,0.042510,0.001605,0.009970,0.012175,0.011587,0.006288,0.012044,240.000000,0.104938,BG-Noise
0.072676,0.002134,2.871451,0.153358,0.156890,0.629784,0.010405,0.107758,-31.403659,1.588272,0.246592,-0.226827,0.034395,-0.035681,0.051366,0.028966,0.084860,0.008255,0.037176,0.000604,0.030598,0.009642,0.004832,0.051461,0.006349,0.022372,0.006057,0.109710,0.001744,0.006070,0.009506,0.015815,0.007348,0.039930,0.052791,0.003513,0.358659,0.042229,0.023888,0.436813,0.007494,0.099646,2.356018,0.689158,0.645585,0.548600,0.304082,0.348302,0.277250,0.251408,0.249735,0.273234,0.257238,0.240685,0.257819,0.014558,0.008911,0.051431,0.009985,0.022839,0.009658,0.089761,0.002897,0.010378,0.013165,0.019663,0.013567,0.022319,300.000000,0.114448,BG-Noise
0.036795,0.002320,2.953580,0.111996,0.156397,0.233521,0.016218,0.044629,-33.283523,2.211858,0.262255,-0.115820,-0.018636,0.045678,0.027109,-0.048984,-0.011203,-0.094732,0.006328,0.009441,0.004386,0.009147,0.004031,0.026635,0.009291,0.081617,0.012674,0.045172,0.001856,0.005252,0.008902,0.013579,0.003728,0.034120,0.035415,0.005248,0.267313,0.033246,0.027180,0.277511,0.012935,0.066583,2.050534,0.589820,0.526231,0.510909,0.341255,0.291233,0.283776,0.284573,0.270807,0.270994,0.269744,0.258141,0.247800,0.015241,0.008191,0.026650,0.016932,0.043844,0.022498,0.040371,0.004563,0.008688,0.015439,0.019950,0.006985,0.010965,240.000000,0.102236,BG-Noise
0.052854,0.004508,2.919799,0.123178,0.159166,0.340685,0.013641,0.063024,-29.199836,2.161234,0.150993,-0.106647,0.005175,0.073955,-0.007193,-0.079634,-0.013184,-0.094318,0.014444,0.020546,0.009685,0.011048,0.004703,0.054982,0.011022,0.032480,0.012636,0.092962,0.002126,0.007736,0.012449,0.020999,0.003987,0.039051,0.042839,0.007199,0.315803,0.036965,0.028219,0.324056,0.009497,0.076953,2.113684,0.601361,0.560582,0.486766,0.320509,0.307346,0.294478,0.298636,0.288428,0.289419,0.276942,0.257884,0.245236,0.016900,0.008567,0.049492,0.017108,0.031128,0.020136,0.074458,0.004301,0.011783,0.018073,0.024252,0.006863,0.017511,240.000000,0.106690,BG-Noise
0.032938,0.002764,2.951294,0.110471,0.156865,0.191403,0.015154,0.037925,-33.392234,2.114935,0.202012,-0.077956,0.034759,0.071557,0.007023,-0.022005,0.012818,-0.032920,0.028238,0.028087,0.026657,0.006157,0.003459,0.024064,0.007253,0.091542,0.007412,0.043466,0.001345,0.006837,0.007480,0.011577,0.003121,0.034039,0.033355,0.005777,0.249492,0.030517,0.025188,0.209929,0.013037,0.058255,1.939389,0.536549,0.480359,0.474780,0.300430,0.277774,0.267526,0.282522,0.257660,0.258531,0.254009,0.247339,0.216177,0.010567,0.007132,0.024253,0.012112,0.042217,0.012115,0.038627,0.002807,0.012099,0.010722,0.016268,0.006647,0.009270,200.000000,0.095335,BG-Noise
0.049738,0.003666,2.893198,0.125966,0.161819,0.313457,0.011671,0.045399,-30.065041,2.052218,0.248382,0.037418,0.099273,0.089881,0.054915,-0.002985,0.036742,-0.018494,0.030079,0.026395,0.016326,0.008914,0.003569,0.069889,0.008286,0.036432,0.008149,0.125279,0.001354,0.004763,0.007424,0.021064,0.003311,0.046138,0.031836,0.005987,0.270049,0.027833,0.024021,0.223987,0.008343,0.050705,1.532297,0.475965,0.435509,0.409564,0.271616,0.242171,0.221311,0.236781,0.234634,0.232574,0.215427,0.215645,0.205701,0.013040,0.006626,0.056170,0.012099,0.030305,0.012630,0.084889,0.002538,0.007339,0.008479,0.020313,0.005864,0.019308,300.000000,0.109015,BG-Noise
0.046648,0.005047,2.916780,0.122573,0.163023,0.297851,0.012580,0.044645,-29.671919,2.120194,0.184568,-0.000777,0.078256,0.067486,0.011784,-0.019819,0.000791,-0.042383,0.008395,0.045745,0.043029,0.008381,0.003695,0.065268,0.011492,0.037126,0.010137,0.115268,0.001366,0.006742,0.009993,0.019967,0.003343,0.045051,0.030588,0.007714,0.276779,0.027543,0.024420,0.245601,0.008649,0.052483,1.672877,0.503346,0.457970,0.402522,0.280424,0.271803,0.251977,0.253046,0.258200,0.246701,0.248616,0.214064,0.207745,0.011692,0.007171,0.053483,0.018250,0.033374,0.015117,0.079394,0.002467,0.011075,0.013343,0.019947,0.005783,0.018640,300.000000,0.105118,BG-Noise
0.046443,0.006694,2.890448,0.122086,0.160849,0.293490,0.012717,0.043308,-29.272989,2.092921,0.203208,0.007862,0.079069,0.078394,0.014032,-0.026325,-0.004327,-0.026168,0.021481,0.061326,0.053670,0.008238,0.003147,0.067211,0.008482,0.037956,0.010283,0.116051,0.001479,0.006742,0.008988,0.020444,0.003317,0.044386,0.029502,0.011028,0.284988,0.027338,0.025154,0.216740,0.008963,0.048546,1.603915,0.497135,0.467225,0.414325,0.258180,0.269303,0.244613,0.263445,0.254181,0.249707,0.230084,0.226125,0.199406,0.012366,0.005492,0.056649,0.012792,0.034209,0.014625,0.077520,0.002778,0.010604,0.011457,0.019748,0.005370,0.018123,240.000000,0.111263,BG-Noise
0.024205,0.002526,2.934472,0.107565,0.157743,0.141264,0.013088,0.019296,-34.493085,2.071632,0.246854,0.117139,0.114696,0.103916,0.052129,0.016427,0.031466,0.010003,0.030285,0.039841,0.038072,0.004422,0.001913,0.025356,0.005031,0.109863,0.004998,0.045837,0.000880,0.004034,0.004581,0.008295,0.001710,0.036935,0.020803,0.005159,0.221351,0.021098,0.021709,0.133874,0.011300,0.027827,1.211679,0.355824,0.358626,0.340720,0.221786,0.231816,0.207418,0.216539,0.212093,0.206907,0.204157,0.200041,0.176154,0.007367,0.004154,0.023788,0.008847,0.032585,0.008723,0.039924,0.002009,0.007543,0.006933,0.010222,0.003462,0.007699,300.000000,0.093893,BG-Noise
0.009869,0.004781,3.094502,0.091284,0.149647,0.074062,0.013274,0.011398,-34.281926,2.134123,0.245394,0.082007,0.100541,0.103088,0.028406,0.014104,0.027537,-0.004689,0.014299,0.025424,0.024280,0.004713,0.002068,0.012200,0.004813,0.129764,0.005068,0.017403,0.000660,0.003099,0.003498,0.005311,0.001769,0.039184,0.010990,0.012127,0.166126,0.018937,0.022111,0.083165,0.014367,0.017762,1.361808,0.435268,0.381690,0.359079,0.232792,0.230187,0.226905,0.231056,0.210882,0.216520,0.213467,0.203785,0.200906,0.009579,0.004797,0.013668,0.009327,0.026817,0.009488,0.015983,0.001541,0.005728,0.006126,0.008437,0.003751,0.005579,240.000000,0.111541,BG-Noise
0.018246,0.004618,3.081851,0.099067,0.150993,0.134074,0.016357,0.028460,-33.671019,2.157122,0.269442,-0.040759,0.045402,0.053796,0.018756,-0.014492,0.031298,-0.041844,-0.000711,-0.000759,0.015539,0.006796,0.002633,0.013404,0.007641,0.116707,0.005474,0.017939,0.000821,0.003884,0.006721,0.007801,0.002558,0.037064,0.023537,0.009520,0.188578,0.030149,0.025032,0.177636,0.016405,0.052310,1.847366,0.535377,0.466174,0.466240,0.301307,0.280405,0.259207,0.268806,0.253642,0.259292,0.255345,0.237041,0.219706,0.012833,0.005529,0.015724,0.016032,0.035932,0.010958,0.018165,0.002065,0.007742,0.011854,0.012316,0.005547,0.007756,240.000000,0.088454,BG-Noise
0.048404,0.004818,2.909273,0.123941,0.162584,0.299597,0.012875,0.047805,-29.568190,2.164985,0.228729,0.004316,0.058185,0.051067,0.016890,-0.022192,0.034166,-0.012773,0.011449,0.038468,0.045358,0.009769,0.003288,0.068534,0.008077,0.032578,0.009856,0.118530,0.001294,0.007484,0.011314,0.020465,0.003638,0.045241,0.034632,0.008105,0.272799,0.030759,0.025589,0.239549,0.009120,0.058484,1.720792,0.503400,0.461405,0.447326,0.292702,0.275622,0.257347,0.262747,0.252881,0.236016,0.228737,0.224681,0.205573,0.014227,0.005492,0.058431,0.012468,0.029287,0.016039,0.081130,0.002360,0.011874,0.015240,0.019878,0.006270,0.018517,240.000000,0.100404,BG-Noise
0.043662,0.003108,2.908473,0.121135,0.163435,0.259809,0.011757,0.034090,-29.858013,2.190595,0.224968,0.111252,0.089444,0.103822,0.076039,0.025206,0.039519,-0.008433,-0.001780,0.016996,0.035152,0.008648,0.003257,0.073625,0.008186,0.035217,0.007287,0.131478,0.001042,0.004259,0.010260,0.024056,0.003502,0.047824,0.024218,0.005145,0.239369,0.024109,0.023203,0.183377,0.007374,0.037453,1.297696,0.448488,0.384326,0.353983,0.243136,0.227709,0.216357,0.223702,0.218996,0.223727,0.209259,0.197046,0.180808,0.011192,0.005916,0.054613,0.012422,0.029425,0.010376,0.086814,0.001721,0.005934,0.012607,0.022215,0.005580,0.018803,200.000000,0.092059,BG-Noise
0.006018,0.006819,3.180413,0.084182,0.147621,0.049687,0.013110,0.007081,-34.651296,2.109896,0.302606,0.135133,0.108087,0.148068,0.068723,0.048487,0.030944,-0.003264,0.010754,0.025060,0.026663,0.003014,0.001059,0.007304,0.003258,0.145174,0.002556,0.010811,0.000519,0.001031,0.002257,0.003652,0.001234,0.041622,0.007726,0.014226,0.102667,0.018709,0.021353,0.059843,0.016785,0.012824,1.347337,0.369068,0.295701,0.359087,0.228708,0.204581,0.197973,0.191273,0.206552,0.195639,0.196216,0.184636,0.177563,0.006157,0.002636,0.008798,0.007077,0.021308,0.005603,0.011560,0.001462,0.001928,0.004459,0.005775,0.003263,0.004758,300.000000,0.098699,BG-Noise
0.046795,0.003512,2.913302,0.121649,0.161791,0.290172,0.012365,0.045410,-29.753753,2.168377,0.196906,0.039146,0.066632,0.081959,0.056017,-0.023914,0.035997,-0.032156,0.008287,0.003637,0.014369,0.010972,0.003836,0.065970,0.011451,0.033832,0.009592,0.114299,0.001267,0.005127,0.011073,0.021726,0.004245,0.044164,0.031816,0.005561,0.281743,0.028865,0.024550,0.235692,0.008258,0.054151,1.634211,0.530097,0.488169,0.422036,0.282489,0.269943,0.243406,0.265610,0.258638,0.238428,0.234917,0.228535,0.201437,0.015943,0.007112,0.054599,0.016615,0.029547,0.014307,0.081753,0.001999,0.008138,0.015712,0.020976,0.007971,0.018723,240.000000,0.096064,BG-Noise
0.015581,0.004682,3.086409,0.096187,0.150908,0.109805,0.014967,0.021402,-33.886244,2.161120,0.221513,0.022755,0.078572,0.071631,0.007317,-0.039439,0.007285,-0.044032,0.020543,0.023139,0.029829,0.004989,0.002210,0.012649,0.006540,0.122312,0.006930,0.019999,0.000991,0.003423,0.004047,0.006305,0.002091,0.037603,0.018139,0.009447,0.171028,0.025776,0.025066,0.133191,0.014993,0.035116,1.648678,0.527021,0.451631,0.390504,0.277843,0.264374,0.244037,0.254828,0.234741,0.236730,0.226682,0.218381,0.205863,0.009606,0.004664,0.014649,0.012262,0.030954,0.012846,0.018861,0.002252,0.005907,0.006809,0.009447,0.004483,0.007171,200.000000,0.104269,BG-Noise
0.051412,0.003592,2.912847,0.124470,0.161718,0.315855,0.012529,0.051757,-29.837964,2.167376,0.209110,-0.041948,0.074136,0.059138,0.023701,-0.017956,0.027505,-0.043239,0.006755,0.019395,0.035830,0.011024,0.004065,0.061178,0.009365,0.033826,0.009806,0.110354,0.001333,0.006819,0.011625,0.022326,0.003828,0.043265,0.040891,0.005917,0.283603,0.033088,0.025101,0.273885,0.008389,0.067203,1.701399,0.497752,0.438529,0.437439,0.274486,0.283472,0.254553,0.256951,0.250459,0.240336,0.236161,0.224079,0.210826,0.016120,0.006961,0.051469,0.014976,0.030953,0.014801,0.078955,0.002337,0.011187,0.015482,0.023207,0.006614,0.018240,240.000000,0.108752,BG-Noise
